age,income,educ,yrseduc,sector,marital,occup,ctry,origin,employed,fulltime,numemp,weight,ratio,rate,union,id,othersat,othcust,othsize,othunion,gendnum,gendchar,sat,custtype,size,year,hourly,numkids
48,36902,12,12,2,1,9,1,8,1,2,1000,33554,0.33554,1.5e-7,,2784,7,"Wholesale","Small",,1,"Male",7,"Retail","Small",1996,18.451,3
47,20465,12,12,1,1,8,1,8,1,,,32937,0.32937,0,,2785,4,"Retail","Small",,2,"Female",2,"Wholesale","Small",1996,10.2325,1
40,47300,13,13,1,1,4,1,8,1,2,42,38947,0.38947,2.8e-7,,2788,3,"Retail","Small",,1,"Male",4,"Retail","Small",1985,23.65,0
32,33300,14,14,1,1,5,1,8,1,4,300,34924,0.34924,0,,2789,1,"Wholesale","Small",,2,"Female",1,"Wholesale","Small",1986,16.65,0
35,5639,16,16,,1,,1,8,0,,42,37408,0.37408,1.5e-7,,2790,3,"Retail","Small",,1,"Male",3,"Wholesale","Small",1988,2.8195,2
35,31200,16,16,1,1,1,1,8,1,2,42,35944,0.35944,0,,2791,4,"Wholesale","Small",,2,"Female",2,"Retail","Small",1988,15.6,2
43,33055,13,13,3,1,3,1,8,1,4,1000,36433,0.36433,2.8e-7,,2794,2,"Wholesale","Small",,2,"Female",5,"Retail","Small",1985,16.5275,0
39,28855,12,12,3,1,12,1,8,1,4,1000,37408,0.37408,0,,2795,,,"Small",,1,"Male",5,"Retail","Small",1996,14.4275,3
62,17014,10,11,1,4,8,1,8,1,2,300,50150,0.5015,1.5e-7,,2798,3,"Wholesale","Large",,2,"Female",3,"Retail","Large",1995,8.507,0
48,7266,16,16,4,1,5,1,8,1,2,42,56173,0.56173,1.5e-7,,2799,1,"Wholesale","Small",,2,"Female",5,"Retail","Small",1988,3.633,3
48,23066,7,8,1,1,10,1,8,1,2,300,55840,0.5584,0,,2800,7,"Retail","Small",,1,"Male",4,"Wholesale","Small",1992,11.533,0
44,42162,18,20,1,1,2,1,8,1,2,10,54610,0.5461,1.5e-7,,2803,5,"Retail","Small",,1,"Male",4,"Wholesale","Small",1992,21.081,2
42,21237,17,18,3,1,2,1,8,1,2,1000,51459,0.51459,0,,2804,3,"Retail","Small",,2,"Female",4,"Retail","Small",1990,10.6185,0
45,59344,17,18,1,1,5,1,8,1,2,1000,55840,0.5584,1.5e-7,,2807,4,"Wholesale","Small",,1,"Male",4,"Retail","Small",1990,29.672,3
39,1811,17,18,,1,,2,8,0,,750,56657,0.56657,0,,2808,2,"Retail","Small",,2,"Female",4,"Retail","Small",1990,0.9055,3
44,35477,16,16,4,7,2,1,8,1,2,300,51459,0.51459,2.8e-7,,2811,5,"Retail","Small",,2,"Female",4,"Wholesale","Small",1988,17.7385,2
48,8857,10,11,,7,,1,8,0,,,57896,0.57896,0,,2813,6,"Retail","Small",,1,"Male",7,"Wholesale","Small",1995,4.4285,3
44,22218,13,13,1,1,5,1,8,1,2,10,59442,0.59442,1.5e-7,1,2814,3,"Retail","Small",,2,"Female",1,"Wholesale","Small",1985,11.109,3
45,28107,13,13,3,1,1,1,8,1,2,1000,57920,0.5792,0,1,2815,3,"Wholesale","Small",0,1,"Male",6,"Retail","Small",1985,14.0535,2
50,14505,15,14,1,1,1,1,8,1,,42,52158,0.52158,1.5e-7,,2817,4,"Retail","Large",,2,"Female",1,"Retail","Large",1986,7.2525,3
52,16905,12,12,1,1,11,1,8,1,,300,54741,0.54741,0,,2818,,,"Large",,1,"Male",5,"Wholesale","Large",1996,8.4525,0
57,25012,12,12,1,1,10,1,8,1,4,1000,56890,0.5689,1.5e-7,1,2819,4,"Retail","Large",,1,"Male",4,"Retail","Large",1996,12.506,0
57,3604,10,11,,1,,1,8,0,,10,48312,0.48312,0,,2820,2,"Wholesale","Large",,2,"Female",5,"Wholesale","Large",1995,1.802,2
76,8808,10,11,,4,,1,8,0,,,49370,0.4937,0,,2821,3,"Retail","Large",,1,"Male",5,"Wholesale","Large",1995,4.404,0
71,21893,16,16,1,1,4,1,8,1,,16,46435,0.46435,1.5e-7,,2822,7,"Wholesale","Large",,1,"Male",3,"Retail","Large",1988,10.9465,3
65,18760,13,13,,1,,1,8,0,,16,49693,0.49693,0,,2823,1,"Retail","Large",,2,"Female",5,"Wholesale","Large",1985,9.38,1
36,19611,11,11.5,1,1,10,1,8,1,,1000,53861,0.53861,1.5e-7,,2824,6,"Retail","Small",,1,"Male",7,"Retail","Small",1996,9.8055,2
35,2611,12,12,6,1,4,1,8,1,2,10,49871,0.49871,0,,2825,5,"Retail","Small",,2,"Female",1,"Retail","Small",1996,1.3055,3
29,20930,12,12,1,7,9,1,8,1,2,300,50484,0.50484,1.5e-7,,2828,3,"Wholesale","Small",,1,"Male",4,"Wholesale","Small",1996,10.465,2
48,24181,12,12,1,5,5,1,8,1,2,750,44844,0.44844,1.5e-7,,2829,4,"Retail","Small",,2,"Female",3,"Retail","Small",1996,12.0905,3
65,8713,7,8,,4,,1,8,0,,,54485,0.54485,0,,2830,3,"Retail","Large",,2,"Female",1,"Retail","Large",1992,4.3565,3
89,4903,12,12,,7,,1,8,0,,,49823,0.49823,0,,2831,2,"Retail","Large",,2,"Female",5,"Retail","Large",1996,2.4515,0
28,14560,12,12,1,7,8,1,8,1,2,10,51069,0.51069,1.5e-7,,2832,1,"Wholesale","Small",,2,"Female",3,"Retail","Small",1996,7.28,2
79,9193,13,13,,4,,1,8,0,,,49823,0.49823,0,,2833,4,"Wholesale","Large",,2,"Female",2,"Retail","Large",1985,4.5965,3
56,607,12,12,1,1,4,1,8,1,4,1000,49563,0.49563,1.5e-7,,2834,1,"Wholesale","Large",,2,"Female",5,"Wholesale","Large",1996,0.3035,0
60,22002,12,12,1,1,12,1,8,1,2,42,46509,0.46509,0,,2835,,,"Large",,1,"Male",4,"Wholesale","Large",1996,11.001,2
65,36980,12,12,1,3,1,1,8,1,2,10,44004,0.44004,1.5e-7,1,2837,6,"Retail","Large",0,1,"Male",5,"Wholesale","Large",1996,18.49,0
52,26000,13,13,1,5,9,1,8,1,3,10,43749,0.43749,1.5e-7,1,2838,4,"Wholesale","Large",,1,"Male",7,"Wholesale","Large",1985,13,0
30,21000,12,12,1,1,8,1,8,1,4,750,51000,0.51,1.5e-7,1,2839,5,"Wholesale","Small",,1,"Male",5,"Retail","Small",1996,10.5,2
30,19000,12,12,1,1,12,1,8,1,2,1000,47874,0.47874,0,1,2840,,,"Small",,2,"Female",2,"Wholesale","Small",1996,9.5,2
81,20082,13,13,,1,,1,8,0,,,39499,0.39499,1.5e-7,,2842,4,"Wholesale","Large",,1,"Male",6,"Retail","Large",1985,10.041,1
70,16145,12,12,,1,,1,8,0,,,42327,0.42327,0,,2843,3,"Wholesale","Large",,2,"Female",4,"Retail","Large",1996,8.0725,1
30,18720,13,13,3,1,9,1,8,1,2,1000,51000,0.51,1.5e-7,2,2844,7,"Retail","Small",,1,"Male",7,"Retail","Small",1985,9.36,2
29,8320,13,13,1,1,5,1,8,1,2,16,43895,0.43895,0,1,2845,5,"Retail","Small",,2,"Female",2,"Wholesale","Small",1985,4.16,1
34,21000,12,12,1,1,11,1,8,1,2,16,51000,0.51,1.5e-7,1,2848,,,"Small",,1,"Male",6,"Retail","Small",1996,10.5,0
34,13200,12,12,1,1,5,1,8,1,2,16,47874,0.47874,0,1,2849,2,"Wholesale","Small",,2,"Female",3,"Wholesale","Small",1996,6.6,3
74,1897,12,12,,4,,1,8,0,,,91472,0.91472,0,,2850,3,"Retail","Large",,2,"Female",5,"Retail","Large",1996,0.9485,0
25,23999,12,12,1,5,8,1,8,1,2,10,39460,0.3946,1.5e-7,,2854,3,"Wholesale","Small",,2,"Female",1,"Wholesale","Small",1996,11.9995,1
39,10100,10,11,1,5,8,1,8,1,2,1000,35944,0.35944,1.5e-7,,2857,5,"Wholesale","Small",,2,"Female",2,"Retail","Small",1995,5.05,0
51,41155,12,12,4,1,7,1,8,1,2,42,51363,0.51363,2.8e-7,,2859,5,"Wholesale","Large",,1,"Male",7,"Retail","Large",1996,20.5775,2
47,33926,13,13,1,1,4,1,8,1,2,42,48945,0.48945,0,,2860,1,"Wholesale","Small",,2,"Female",1,"Retail","Small",1985,16.963,1
38,14604,13,13,6,6,9,1,8,1,,10,51344,0.51344,0,,2862,1,"Wholesale","Small",,2,"Female",1,"Wholesale","Small",1985,7.302,0
90,8329,8,9,,4,,1,8,0,,,87982,0.87982,0,,2865,4,"Wholesale","Large",,2,"Female",5,"Retail","Large",1993,4.1645,1
87,13941,12,12,,5,,1,8,0,,,87982,0.87982,0,,2866,5,"Wholesale","Large",,2,"Female",3,"Wholesale","Large",1996,6.9705,1
87,7183,12,12,,4,,1,8,0,,,87982,0.87982,0,,2867,3,"Retail","Large",,2,"Female",3,"Wholesale","Large",1996,3.5915,2
36,29300,16,16,1,1,1,1,8,1,2,1000,94000,0.94,1.5e-7,,2868,4,"Wholesale","Small",,1,"Male",7,"Retail","Small",1988,14.65,0
32,1690,13,13,,1,,1,8,0,,1000,87778,0.87778,0,,2869,2,"Wholesale","Small",,2,"Female",1,"Wholesale","Small",1985,0.845,3
57,11100,15,14,6,1,13,1,8,1,2,10,87670,0.8767,0,,2875,2,"Retail","Large",,2,"Female",4,"Retail","Large",1986,5.55,2
59,1295,18,20,6,1,13,1,8,1,2,10,102646,1.02646,0,,2876,4,"Wholesale","Large",,1,"Male",3,"Retail","Large",1992,0.6475,0
48,18288,16,16,5,1,2,1,8,1,2,10,90867,0.90867,2.8e-7,,2877,1,"Wholesale","Small",,2,"Female",1,"Retail","Small",1988,9.144,0
50,81288,18,20,5,1,2,1,8,1,2,10,98394,0.98394,0,,2878,4,"Wholesale","Large",,1,"Male",3,"Retail","Large",1992,40.644,2
78,84319,16,16,,4,,1,8,0,,,46169,0.46169,3.1e-7,,2881,7,"Wholesale","Large",,1,"Male",4,"Retail","Large",1988,42.1595,1
41,23720,16,16,1,5,10,1,8,1,2,16,51341,0.51341,1.5e-7,,2882,2,"Wholesale","Small",,2,"Female",3,"Retail","Small",1988,11.86,1
48,100024,18,20,1,1,2,1,7,1,2,750,59209,0.59209,3.1e-7,,2885,5,"Retail","Small",,2,"Female",5,"Retail","Small",1992,50.012,2
39,30000,14,14,1,1,2,1,7,1,2,750,71780,0.7178,0,,2886,4,"Wholesale","Small",,1,"Male",6,"Wholesale","Small",1986,15,3
51,15709,13,13,,5,,1,8,0,,10,50012,0.50012,0,,2891,5,"Retail","Large",,2,"Female",5,"Retail","Large",1985,7.8545,0
37,52536,12,12,6,5,9,1,8,1,2,10,53114,0.53114,2.8e-7,,2892,4,"Retail","Small",,1,"Male",5,"Wholesale","Small",1996,26.268,3
37,12701,13,13,6,5,13,1,8,1,3,10,51344,0.51344,1.5e-7,,2894,5,"Retail","Small",,2,"Female",5,"Wholesale","Small",1985,6.3505,0
64,30727,17,18,5,1,4,1,8,1,2,10,46291,0.46291,2.8e-7,,2895,5,"Retail","Large",,1,"Male",5,"Retail","Large",1990,15.3635,3
64,36750,17,18,5,1,5,1,8,1,2,10,49397,0.49397,0,,2896,1,"Wholesale","Large",,2,"Female",4,"Retail","Large",1990,18.375,3
67,21593,12,12,,5,,1,8,0,,,60619,0.60619,1.5e-7,,2897,4,"Wholesale","Large",,1,"Male",7,"Wholesale","Large",1996,10.7965,1
25,37950,16,16,1,1,2,1,8,1,2,1000,54101,0.54101,2.8e-7,,2898,4,"Retail","Small",,2,"Female",1,"Retail","Small",1988,18.975,0
33,39000,12,12,1,1,8,1,8,1,2,1000,54631,0.54631,0,,2899,5,"Wholesale","Small",,1,"Male",6,"Wholesale","Small",1996,19.5,2
51,48248,12,12,1,5,1,1,8,1,2,1000,108451,1.08451,2.8e-7,,2900,5,"Retail","Large",,2,"Female",3,"Wholesale","Large",1996,24.124,2
65,31518,7,8,6,1,9,1,8,1,2,10,84637,0.84637,1.5e-7,,2901,4,"Retail","Large",,1,"Male",7,"Wholesale","Large",1992,15.759,0
64,21169,12,12,1,1,5,1,8,1,2,1000,80322,0.80322,0,,2902,3,"Wholesale","Large",,2,"Female",3,"Retail","Large",1996,10.5845,2
27,32100,16,16,1,1,1,1,8,1,2,42,98351,0.98351,1.5e-7,,2903,4,"Wholesale","Small",,2,"Female",5,"Retail","Small",1988,16.05,3
31,20100,12,12,3,1,10,1,8,1,2,1000,93699,0.93699,0,,2904,3,"Retail","Small",,1,"Male",7,"Retail","Small",1996,10.05,1
78,20602,17,18,6,4,5,1,8,1,2,16,39499,0.39499,1.5e-7,,2905,4,"Wholesale","Large",,1,"Male",6,"Retail","Large",1990,10.301,0
77,18634,12,12,6,7,9,1,8,1,2,16,40901,0.40901,1.5e-7,,2906,3,"Wholesale","Large",,2,"Female",3,"Wholesale","Large",1996,9.317,1
57,66251,16,16,4,1,2,1,8,1,2,42,41642,0.41642,2.8e-7,1,2907,5,"Wholesale","Large",0,2,"Female",3,"Retail","Large",1988,33.1255,2
67,38059,16,16,6,1,1,1,8,1,2,10,44004,0.44004,0,,2908,5,"Wholesale","Large",,1,"Male",3,"Retail","Large",1988,19.0295,2
64,16715,12,12,,1,,1,8,0,,,80322,0.80322,1.5e-7,,2909,2,"Retail","Large",,2,"Female",2,"Wholesale","Large",1996,8.3575,3
72,10387,12,12,,1,,1,7,0,,,127413,1.27413,0,,2910,3,"Retail","Large",,1,"Male",7,"Retail","Large",1996,5.1935,3
90,4301,7,8,,7,,1,8,0,,,41076,0.41076,0,,2911,5,"Retail","Large",,2,"Female",3,"Retail","Large",1992,2.1505,2
83,9907,6,6,,4,,1,8,0,,,41076,0.41076,0,,2912,4,"Wholesale","Large",,2,"Female",3,"Retail","Large",1990,4.9535,2
37,22000,13,13,6,1,9,1,8,1,2,10,46338,0.46338,1.5e-7,,2913,6,"Wholesale","Small",,1,"Male",3,"Retail","Small",1985,11,2
36,20000,16,16,1,1,5,1,8,1,2,16,42493,0.42493,0,,2914,2,"Wholesale","Small",,2,"Female",1,"Wholesale","Small",1988,10,0
31,12480,9,10,1,1,4,1,8,1,2,10,40808,0.40808,1.5e-7,,2917,4,"Retail","Small",,2,"Female",1,"Wholesale","Small",1994,6.24,0
39,10580,12,12,1,1,9,1,8,1,,10,46338,0.46338,0,,2918,6,"Wholesale","Small",,1,"Male",7,"Wholesale","Small",1996,5.29,3
32,24745,13,13,1,1,9,1,8,1,2,10,44374,0.44374,1.5e-7,,2921,3,"Retail","Small",,1,"Male",6,"Retail","Small",1985,12.3725,2
32,2496,16,16,,1,,,6,0,,42,34100,0.341,0,,2922,,,"Small",,2,"Female",5,"Wholesale","Small",1988,1.248,2
31,17000,14,14,1,7,9,1,8,1,4,16,44374,0.44374,1.5e-7,,2925,5,"Wholesale","Small",,1,"Male",7,"Retail","Small",1986,8.5,1
62,14874,12,12,1,7,5,1,8,1,4,1000,47668,0.47668,0,,2926,4,"Retail","Large",,2,"Female",4,"Wholesale","Large",1996,7.437,2
38,6000,7,8,1,1,8,1,8,1,2,16,49850,0.4985,1.5e-7,,2927,3,"Retail","Small",,2,"Female",1,"Retail","Small",1992,3,3
58,20800,7,8,3,1,5,1,8,1,2,1000,46229,0.46229,0,,2928,3,"Retail","Large",,1,"Male",6,"Wholesale","Large",1992,10.4,3
56,0,12,12,6,1,4,1,8,1,5,10,46229,0.46229,1.5e-7,,2930,6,"Retail","Large",,1,"Male",4,"Wholesale","Large",1996,0,3
51,31025,13,13,3,1,1,1,8,1,5,1000,47309,0.47309,0,,2931,3,"Wholesale","Large",,2,"Female",2,"Retail","Large",1985,15.5125,2
39,12381,12,12,1,1,4,1,8,1,2,10,49871,0.49871,1.5e-7,,2933,1,"Wholesale","Small",,2,"Female",3,"Retail","Small",1996,6.1905,3
33,9800,14,14,1,1,10,1,8,1,2,10,52699,0.52699,0,,2934,4,"Wholesale","Small",,1,"Male",3,"Retail","Small",1986,4.9,1
41,44258,17,18,4,1,2,1,8,1,2,300,48266,0.48266,1.5e-7,2,2938,3,"Retail","Small",1,1,"Male",3,"Retail","Small",1990,22.129,2
42,3425,17,18,,1,,1,8,0,,300,45049,0.45049,0,,2939,3,"Retail","Small",,2,"Female",1,"Retail","Small",1990,1.7125,0
42,31002,12,12,1,1,8,1,8,1,2,1000,62199,0.62199,1.5e-7,1,2944,3,"Retail","Small",,1,"Male",4,"Wholesale","Small",1996,15.501,0
39,12002,12,12,1,1,8,1,8,1,2,750,54682,0.54682,0,1,2945,2,"Retail","Small",,2,"Female",2,"Wholesale","Small",1996,6.001,1
69,28976,17,18,1,7,1,1,8,1,2,300,52021,0.52021,1.5e-7,1,2948,5,"Retail","Large",0,2,"Female",4,"Retail","Large",1990,14.488,3
78,8139,7,8,,1,,1,8,0,,,49370,0.4937,0,,2949,4,"Wholesale","Large",,1,"Male",7,"Wholesale","Large",1992,4.0695,0
71,3697,8,9,,1,,1,8,0,,,49109,0.49109,0,,2950,5,"Wholesale","Large",,2,"Female",2,"Retail","Large",1993,1.8485,1
74,11905,16,16,,1,,1,8,0,,,51837,0.51837,0,,2951,7,"Wholesale","Large",,1,"Male",5,"Wholesale","Large",1988,5.9525,2
73,2893,14,14,,1,,1,8,0,,,49109,0.49109,0,,2952,2,"Wholesale","Large",,2,"Female",1,"Retail","Large",1986,1.4465,0
54,13885,10,11,1,1,10,1,8,1,2,42,53172,0.53172,1.5e-7,,2953,1,"Retail","Large",,2,"Female",5,"Wholesale","Large",1995,6.9425,2
57,9443,8,9,1,1,5,1,8,1,2,1000,49916,0.49916,0,,2954,7,"Wholesale","Large",,1,"Male",6,"Wholesale","Large",1993,4.7215,2
71,9291,12,12,,4,,1,8,0,,,40139,0.40139,0,,2955,2,"Retail","Large",,2,"Female",3,"Wholesale","Large",1996,4.6455,3
78,10346,12,12,,4,,1,8,0,,,41076,0.41076,0,,2956,5,"Wholesale","Large",,2,"Female",5,"Wholesale","Large",1996,5.173,1
41,35100,13,13,1,1,5,1,8,1,2,300,51459,0.51459,2.8e-7,,2957,1,"Wholesale","Small",,2,"Female",2,"Wholesale","Small",1985,17.55,2
41,45100,14,14,1,1,3,1,8,1,2,1000,54610,0.5461,0,,2958,4,"Wholesale","Small",,1,"Male",5,"Retail","Small",1986,22.55,0
28,32360,15,14,1,1,5,1,8,1,2,300,46736,0.46736,1.5e-7,,2962,3,"Wholesale","Small",,2,"Female",4,"Retail","Small",1986,16.18,2
35,17220,15,14,1,1,2,1,8,1,2,300,51626,0.51626,0,,2963,3,"Wholesale","Small",,1,"Male",6,"Retail","Small",1986,8.61,0
36,42750,12,12,1,1,11,1,8,1,2,1000,51626,0.51626,2.8e-7,,2966,,,"Small",,1,"Male",4,"Wholesale","Small",1996,21.375,2
35,20550,14,14,1,1,8,1,8,1,2,1000,52359,0.52359,0,,2967,5,"Retail","Small",,2,"Female",5,"Wholesale","Small",1986,10.275,3
33,27025,12,12,1,1,5,1,8,1,2,300,0,0,1.5e-7,,2970,1,"Retail","Small",,2,"Female",5,"Wholesale","Small",1996,13.5125,3
45,21705,12,12,1,1,10,1,4,1,2,1000,0,0,0,,2971,6,"Retail","Small",,1,"Male",7,"Wholesale","Small",1996,10.8525,0
86,8199,7,8,,4,,1,7,0,,,53745,0.53745,0,,2975,4,"Wholesale","Large",,2,"Female",5,"Retail","Large",1992,4.0995,1
30,35000,12,12,5,7,1,1,8,1,2,300,38946,0.38946,2.8e-7,,2976,3,"Wholesale","Small",,1,"Male",7,"Wholesale","Small",1996,17.5,1
25,9175,7,8,,1,,1,8,0,,42,58322,0.58322,0,,2979,7,"Wholesale","Small",,1,"Male",3,"Retail","Small",1992,4.5875,1
25,0,12,12,,1,,1,8,0,,,54101,0.54101,0,,2980,1,"Retail","Small",,2,"Female",3,"Wholesale","Small",1996,0,0
67,154492,18,20,,1,,1,8,0,,,32326,0.32326,3.1e-7,,2984,4,"Wholesale","Large",,1,"Male",3,"Retail","Large",1992,77.246,2
66,4800,16,16,,1,,1,8,0,,,32850,0.3285,0,,2985,1,"Wholesale","Large",,2,"Female",4,"Retail","Large",1988,2.4,0
72,20860,12,12,,4,,1,8,0,,42,47759,0.47759,1.5e-7,,2986,2,"Retail","Large",,2,"Female",5,"Retail","Large",1996,10.43,2
44,45400,16,16,6,7,2,1,8,1,2,10,51363,0.51363,1.5e-7,,2987,4,"Wholesale","Small",,2,"Female",4,"Retail","Small",1988,22.7,3
25,0,12,12,,1,,1,8,0,,,54101,0.54101,0,,2990,5,"Wholesale","Small",,2,"Female",5,"Wholesale","Small",1996,0,1
26,9400,12,12,1,1,13,1,8,1,2,10,58322,0.58322,0,,2991,5,"Retail","Small",,1,"Male",5,"Wholesale","Small",1996,4.7,0
47,19786,10,11,1,1,8,1,8,1,2,300,32923,0.32923,1.5e-7,,2994,4,"Wholesale","Small",,2,"Female",2,"Wholesale","Small",1995,9.893,1
48,28288,12,12,1,1,3,1,8,1,2,300,33539,0.33539,0,,2995,6,"Retail","Small",,1,"Male",5,"Retail","Small",1996,14.144,3
43,56049,12,12,1,1,4,1,8,1,2,300,38930,0.3893,1.5e-7,,2997,3,"Retail","Small",,1,"Male",6,"Wholesale","Small",1996,28.0245,0
42,282,12,12,,1,,1,8,0,,10,36417,0.36417,0,,2998,2,"Retail","Small",,2,"Female",2,"Retail","Small",1996,0.141,0
50,22488,13,13,1,4,5,1,8,1,2,1000,31447,0.31447,1.5e-7,,3002,4,"Retail","Large",,2,"Female",4,"Retail","Large",1985,11.244,0
27,13000,12,12,1,7,13,1,8,1,2,16,34121,0.34121,1.5e-7,,3003,6,"Wholesale","Small",,1,"Male",3,"Wholesale","Small",1996,6.5,1
62,41115,12,12,1,4,5,1,8,1,2,10,29299,0.29299,2.8e-7,,3004,3,"Retail","Large",,2,"Female",5,"Retail","Large",1996,20.5575,3
33,10300,13,13,1,7,8,1,8,1,2,10,34924,0.34924,0,,3005,2,"Wholesale","Small",,2,"Female",2,"Wholesale","Small",1985,5.15,3
46,19008,16,16,3,6,1,1,8,1,2,1000,32937,0.32937,1.5e-7,,3008,4,"Wholesale","Small",,2,"Female",3,"Wholesale","Small",1988,9.504,3
57,9873,12,12,,5,,1,8,0,,300,49542,0.49542,0,,3009,1,"Wholesale","Large",,2,"Female",3,"Wholesale","Large",1996,4.9365,0
86,6991,8,9,,7,,1,8,0,,,49802,0.49802,0,,3010,2,"Wholesale","Large",,2,"Female",2,"Wholesale","Large",1993,3.4955,1
43,20471,12,12,1,1,12,1,8,1,2,1000,50887,0.50887,0,,3011,,,"Small",,1,"Male",6,"Wholesale","Small",1996,10.2355,3
33,0,12,12,,1,,1,8,0,,,49431,0.49431,0,,3012,2,"Wholesale","Small",,2,"Female",2,"Retail","Small",1996,0,1
31,34070,16,16,1,1,9,1,8,1,2,16,52699,0.52699,2.8e-7,,3017,5,"Wholesale","Small",,1,"Male",7,"Wholesale","Small",1988,17.035,1
30,29870,13,13,1,1,1,1,8,1,2,750,49431,0.49431,0,,3018,3,"Wholesale","Small",,2,"Female",4,"Wholesale","Small",1985,14.935,3
50,33740,12,12,1,1,10,1,8,1,2,300,46884,0.46884,1.5e-7,,3021,7,"Wholesale","Large",,1,"Male",6,"Wholesale","Large",1996,16.87,0
40,4650,16,16,,1,,1,8,0,,,46372,0.46372,0,,3022,2,"Wholesale","Small",,2,"Female",2,"Retail","Small",1988,2.325,0
44,21260,16,16,6,5,9,1,8,1,2,10,45049,0.45049,1.5e-7,,3025,5,"Wholesale","Small",,2,"Female",2,"Wholesale","Small",1988,10.63,3
32,20002,16,16,1,6,4,1,8,1,2,300,47874,0.47874,1.5e-7,1,3026,3,"Retail","Small",0,2,"Female",2,"Wholesale","Small",1988,10.001,1
31,1100,12,12,1,1,8,1,8,1,,42,87742,0.87742,1.5e-7,,3027,2,"Wholesale","Small",,2,"Female",1,"Wholesale","Small",1996,0.55,1
39,28010,12,12,1,1,9,1,8,1,2,16,93961,0.93961,0,,3028,3,"Wholesale","Small",,1,"Male",7,"Retail","Small",1996,14.005,2
50,158199,18,20,6,1,2,1,8,1,2,16,46884,0.46884,4e-7,,3030,3,"Retail","Large",,1,"Male",5,"Retail","Large",1992,79.0995,0
49,2200,16,16,,1,,1,8,0,,,44844,0.44844,0,,3031,5,"Retail","Small",,2,"Female",2,"Wholesale","Small",1988,1.1,2
72,9925,13,13,,4,,1,8,0,,,41806,0.41806,0,,3033,3,"Wholesale","Large",,2,"Female",4,"Wholesale","Large",1985,4.9625,2
51,32610,16,16,4,1,1,1,8,1,2,300,43731,0.43731,1.5e-7,2,3034,7,"Retail","Large",1,1,"Male",7,"Retail","Large",1988,16.305,3
48,18950,12,12,4,1,5,1,8,1,2,300,44095,0.44095,0,1,3035,5,"Wholesale","Small",,2,"Female",2,"Retail","Small",1996,9.475,0
38,41499,12,12,1,5,5,1,8,1,2,300,45898,0.45898,2.8e-7,2,3037,2,"Retail","Small",,2,"Female",3,"Retail","Small",1996,20.7495,2
33,22664,13,13,3,7,4,1,8,1,2,1000,47854,0.47854,1.5e-7,1,3038,4,"Wholesale","Small",,2,"Female",5,"Retail","Small",1985,11.332,1
43,20374,13,13,3,6,2,1,8,1,2,1000,45030,0.4503,1.5e-7,1,3039,3,"Retail","Small",0,2,"Female",4,"Retail","Small",1985,10.187,0
32,24540,17,18,1,7,2,1,8,1,2,300,47854,0.47854,1.5e-7,1,3040,1,"Wholesale","Small",0,2,"Female",4,"Wholesale","Small",1990,12.27,2
38,33925,16,16,1,1,5,1,8,1,2,1000,46111,0.46111,1.5e-7,1,3041,7,"Retail","Small",,1,"Male",7,"Wholesale","Small",1988,16.9625,3
39,305,15,14,6,1,8,1,8,0,,,45917,0.45917,0,,3042,5,"Wholesale","Small",,2,"Female",4,"Wholesale","Small",1986,0.1525,3
60,8982,12,12,1,4,8,1,8,1,2,300,42630,0.4263,1.5e-7,,3047,4,"Retail","Large",,2,"Female",2,"Wholesale","Large",1996,4.491,0
38,15500,15,14,1,5,5,1,8,1,2,10,42493,0.42493,0,,3048,5,"Retail","Small",,2,"Female",3,"Wholesale","Small",1986,7.75,1
80,8693,7,8,,5,,1,8,0,,,41093,0.41093,0,,3050,3,"Wholesale","Large",,2,"Female",2,"Retail","Large",1992,4.3465,3
76,81725,12,12,,1,,1,8,0,,,44900,0.449,2.8e-7,,3051,6,"Retail","Large",,1,"Male",7,"Retail","Large",1996,40.8625,2
74,10930,7,8,,1,,1,8,0,,,40156,0.40156,0,,3052,3,"Wholesale","Large",,2,"Female",1,"Retail","Large",1992,5.465,2
64,56316,16,16,,5,,1,8,0,,,38731,0.38731,2.8e-7,,3053,3,"Wholesale","Large",,1,"Male",7,"Retail","Large",1988,28.158,1
68,33500,7,8,1,1,6,1,8,1,2,10,44237,0.44237,1.5e-7,,3054,5,"Retail","Large",,1,"Male",7,"Retail","Large",1992,16.75,0
67,7700,12,12,,1,,1,8,0,,,46453,0.46453,0,,3055,2,"Retail","Large",,2,"Female",1,"Wholesale","Large",1996,3.85,3
36,9600,9,10,6,6,8,1,8,1,2,10,42475,0.42475,0,,3056,2,"Wholesale","Small",,2,"Female",4,"Retail","Small",1994,4.8,3
69,10189,6,6,,4,,1,8,0,,,44218,0.44218,0,,3060,5,"Wholesale","Large",,1,"Male",5,"Retail","Large",1990,5.0945,1
31,6493,12,12,,7,,1,8,0,,,44356,0.44356,0,,3061,6,"Retail","Small",,1,"Male",5,"Retail","Small",1996,3.2465,3
33,23000,13,13,1,5,1,1,8,1,2,1000,40791,0.40791,1.5e-7,,3063,1,"Wholesale","Small",,2,"Female",1,"Retail","Small",1985,11.5,0
31,10510,12,12,1,5,12,1,8,1,2,300,44356,0.44356,1.5e-7,,3064,,,"Small",,1,"Male",3,"Wholesale","Small",1996,5.255,1
